recorded_utc,fill_date,instrument,side,qty,price,source,note
2026-07-31T21:20:41.557528+00:00,2026-07-31,EMB,BUY,100.0,94.68,ibkr_paper,execId=00012ec5.6a6d7dd3.01.01 orderRef='' commission=1.0003 time=2026-07-31 18:45:46+00:00
2026-07-31T21:20:41.559218+00:00,2026-07-31,EMB,BUY,100.0,94.68,ibkr_paper,execId=00012ec5.6a6d7dd4.01.01 orderRef='' commission=0.0003 time=2026-07-31 18:45:46+00:00
2026-07-31T21:20:41.560933+00:00,2026-07-31,EMB,BUY,60.0,94.68,ibkr_paper,execId=00012ec5.6a6d7dd5.01.01 orderRef='' commission=0.30018 time=2026-07-31 18:45:46+00:00
2026-07-31T21:20:41.562611+00:00,2026-07-31,EMB,BUY,100.0,94.68,ibkr_paper,execId=00012ec5.6a6d7dd6.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:46+00:00
2026-07-31T21:20:41.564593+00:00,2026-07-31,SRLN,SELL,2484.0,40.4,ibkr_paper,execId=00012ec5.6a6d7dd7.01.01 orderRef='' commission=14.979116 time=2026-07-31 18:45:46+00:00
2026-07-31T21:20:41.566509+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7dd8.01.01 orderRef='' commission=1.0003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.568333+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7dd9.01.01 orderRef='' commission=0.0003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.570333+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7dda.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.572223+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7ddb.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.573980+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7ddc.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.575621+00:00,2026-07-31,BKLN,BUY,96.0,20.4,ibkr_paper,execId=00012ec5.6a6d7ddd.01.01 orderRef='' commission=0.480288 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.577499+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7dde.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.579338+00:00,2026-07-31,BKLN,BUY,100.0,20.4,ibkr_paper,execId=00012ec5.6a6d7ddf.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.581793+00:00,2026-07-31,JAAA,SELL,100.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de0.01.01 orderRef='' commission=1.123809 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.583990+00:00,2026-07-31,JAAA,SELL,405.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de1.01.01 orderRef='' commission=2.026428 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.585723+00:00,2026-07-31,JAAA,SELL,100.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de2.01.01 orderRef='' commission=0.623809 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.587509+00:00,2026-07-31,JAAA,SELL,100.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de3.01.01 orderRef='' commission=0.623809 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.589394+00:00,2026-07-31,JAAA,SELL,100.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de4.01.01 orderRef='' commission=0.623809 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.591122+00:00,2026-07-31,JAAA,SELL,200.0,50.49,ibkr_paper,execId=00012ec5.6a6d7de5.01.01 orderRef='' commission=1.247619 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.592846+00:00,2026-07-31,VCSH,BUY,696.0,78.59,ibkr_paper,execId=00012ec5.6a6d7de6.01.01 orderRef='' commission=3.482088 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.594723+00:00,2026-07-31,VCIT,SELL,30.0,81.14,ibkr_paper,execId=00012ec5.6a6d7de7.01.01 orderRef='' commission=1.056085 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.596442+00:00,2026-07-31,VCIT,SELL,1200.0,81.14,ibkr_paper,execId=00012ec5.6a6d7de8.01.01 orderRef='' commission=7.393381 time=2026-07-31 18:45:47+00:00
2026-07-31T21:20:41.598778+00:00,2026-07-31,IGSB,BUY,100.0,52.12,ibkr_paper,execId=00012ec5.6a6d7e18.01.01 orderRef='' commission=1.0003 time=2026-07-31 18:46:07+00:00
2026-07-31T21:20:41.600989+00:00,2026-07-31,IGSB,BUY,100.0,52.12,ibkr_paper,execId=00012ec5.6a6d7e19.01.01 orderRef='' commission=0.0003 time=2026-07-31 18:46:07+00:00
2026-07-31T21:20:41.602772+00:00,2026-07-31,IGSB,BUY,100.0,52.12,ibkr_paper,execId=00012ec5.6a6d7e1a.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:46:07+00:00
2026-07-31T21:20:41.604531+00:00,2026-07-31,IGSB,BUY,363.0,52.12,ibkr_paper,execId=00012ec5.6a6d7e1b.01.01 orderRef='' commission=1.816089 time=2026-07-31 18:46:07+00:00
2026-07-31T21:20:41.606457+00:00,2026-07-31,IGSB,BUY,100.0,52.12,ibkr_paper,execId=00012ec5.6a6d7e1c.01.01 orderRef='' commission=0.5003 time=2026-07-31 18:46:07+00:00
