fill_date,decision_date,ticker,side,shares,decision_price,close_price,fill_price,half_spread_bp,impact_bp,slip_vs_decision_bp,participation_pct,over_participation_cap,notional_usd,cost_usd,reason
2026-07-31,2026-07-30,PDI,BUY,4390.0,16.110000610351562,16.0,16.01626692408104,6.96,3.206827550650587,-58.18353986299152,0.1675653743521155,False,70311.41179671577,71.41179671576961,funding
2026-07-31,2026-07-30,DSL,BUY,4426.0,10.699999809265137,10.670000076293944,10.690000326220645,11.08,7.664376554535579,-9.345311423123448,1.008393405571909,False,47313.94144385256,88.52110617556347,funding
2026-07-31,2026-07-30,PTY,BUY,4651.0,11.739999771118164,11.710000038146973,11.726004583876124,9.65,4.017417315982275,-11.920943368729509,0.4386473703321213,False,54537.64731960785,74.43714218628284,funding
2026-07-31,2026-07-30,HYT,BUY,5009.0,8.369999885559082,8.350000381469727,8.364322189027668,14.08,3.071864555268355,-6.783389019168196,0.5714155339695071,False,41896.889844839585,71.73793405772753,funding
2026-07-31,2026-07-30,PCN,BUY,5020.0,11.68000030517578,11.640000343322754,11.658831225341167,9.9,6.2777332156327335,-18.12421171361711,1.2984224942644385,False,58527.332751212656,94.53102773243486,funding
2026-07-31,2026-07-30,AWF,BUY,5292.0,10.109999656677246,10.09000015258789,10.107644345831408,11.76,5.726811671645822,-2.329684397448517,1.7826104531306846,False,53489.65387813981,93.37307064469644,funding
2026-08-03,2026-07-31,HYT,SELL,246.0,8.350000381469727,8.369999885559082,8.357720273944889,14.08,0.5909818185050817,-9.245379787399257,0.0204234122042341,False,-2055.999187390443,3.0207844570915867,target
2026-08-03,2026-07-31,AWF,SELL,236.0,10.09000015258789,10.140000343322754,10.126933635576089,11.76,1.1262991166184932,-36.604046015522584,0.0848920863309352,False,-2389.9563379959563,3.0837430282133766,target
2026-08-03,2026-07-31,PCN,SELL,209.0,11.640000343322754,11.699999809265137,11.686838877962124,9.9,1.3486594167201962,-40.23928974043356,0.0570882272603113,False,-2442.549325494084,2.750634642329622,target
2026-08-03,2026-07-31,BIT,SELL,182.0,12.229999542236328,12.229999542236328,12.216965845328613,9.52,1.137152408472398,10.657152408471982,0.0805666223992917,False,-2223.4877838498073,2.3721328372042407,target
2026-08-03,2026-07-31,PDI,SELL,155.0,16.0,15.920000076293944,15.908144602909926,6.96,0.4869053562826835,57.40962318129594,0.003840531232191,False,-2465.762413451039,1.8375983745229176,target
2026-08-03,2026-07-31,PFN,SELL,119.0,7.079999923706055,7.090000152587891,7.07747344194344,16.97,0.6981387515600694,3.5684771042931995,0.0292383292383292,False,-842.2193395912694,1.4906785666895752,target
2026-08-03,2026-07-31,PTY,SELL,71.0,11.710000038146973,11.760000228881836,11.74820001425828,9.65,0.3841959131722504,-32.62167035599228,0.0038440714672441,False,-834.1222010123379,0.8378152382724338,target
2026-08-03,2026-07-31,JFR,SELL,19.0,7.710000038146973,7.730000019073486,7.717375320295412,16.09,0.2420811732510021,-9.565865255445338,0.0033009034051424,False,-146.63013108561282,0.2398692767834109,target
2026-08-03,2026-07-31,DSL,SELL,17.0,10.670000076293944,10.670000076293944,10.657697888121971,11.08,0.4496982980397,11.529698298037294,0.0034715131713293,False,-181.18086409807353,0.2091371989235284,target
2026-08-03,2026-07-31,MQY,SELL,16.0,11.199999809265137,11.220000267028809,11.207409366503908,10.92,0.3018362078847725,-6.6156762187086215,0.0049321824907521,False,-179.3185498640625,0.2014544083984333,target
2026-08-03,2026-07-31,NZF,SELL,1.0,12.199999809265137,12.1899995803833,12.177787311635944,9.96,0.0582683902706101,18.206965554478096,0.000146993973247,False,-12.177787311635944,0.0122122687473567,target
2026-08-03,2026-07-31,MHD,BUY,22.0,11.470000267028809,11.520000457763672,11.532919372522707,10.67,0.5443352827112032,54.855365326158534,0.0067175572519083,False,253.72422619549957,0.2842161246987835,target
2026-08-03,2026-07-31,NEA,BUY,67.0,11.270000457763672,11.270000457763672,11.282690855769957,10.85,0.4103349519310743,11.26033495193024,0.0077564250984024,False,755.940287336587,0.8502566664209699,target
2026-08-03,2026-07-31,NVG,BUY,75.0,12.399999618530272,12.31999969482422,12.332978119187231,9.93,0.6044356205357823,-54.04959790715091,0.0142423091530573,False,924.9733589390424,0.973381827226083,target
2026-08-03,2026-07-31,NAD,BUY,98.0,11.710000038146973,11.68000030517578,11.692826186143716,10.5,0.4810621856332775,-14.665970919992557,0.0171628721541155,False,1145.896966242084,1.2569363348575775,target
2026-08-03,2026-07-31,PDO,BUY,839.0,13.039999961853027,13.0600004196167,13.075147781237892,9.08,2.518285707894955,26.953849300372923,0.1453820828279327,False,10970.048988458591,12.708636400181868,target
2026-08-04,2026-08-03,AWF,SELL,3314.0,10.140000343322754,10.170000076293944,10.152091558959892,11.76,5.849161454971224,-11.924275372534598,2.2886740331491713,False,-33644.031426393085,59.34882644505226,target
2026-08-04,2026-08-03,PCN,SELL,3182.0,11.699999809265137,11.670000076293944,11.652208508610034,9.9,5.345559183886955,40.847266183079434,0.9081050228310504,False,-37077.32747439713,56.612768370205835,target
2026-08-04,2026-08-03,PTY,SELL,2490.0,11.760000228881836,11.760000228881836,11.746246615612865,9.65,2.045249150754723,11.695249150754927,0.111824673283334,False,-29248.154072876034,34.24649703973795,target
2026-08-04,2026-08-03,NEA,SELL,2103.0,11.270000457763672,11.31999969482422,11.304554425436445,10.85,2.7942312757648557,-30.660129786390655,0.3393030009680542,False,-23773.47795669284,32.4814015224925,target
2026-08-04,2026-08-03,NAD,SELL,2058.0,11.68000030517578,11.739999771118164,11.724954114052938,10.5,2.315721770489871,-38.48784906044678,0.3455339153794493,False,-24129.955566720942,30.96396224023507,target
2026-08-04,2026-08-03,MHD,SELL,1063.0,11.520000457763672,11.56999969482422,11.552203682559906,10.67,4.711169173474257,-27.95418708037678,0.5152690256907416,False,-12279.99251456118,18.91716103696453,target
2026-08-04,2026-08-03,NZF,SELL,775.0,12.1899995803833,12.359999656677246,12.346128709160364,9.96,1.262449759042095,-128.07968347128718,0.0498777191401724,False,-9568.24974959928,10.749984325584672,target
2026-08-04,2026-08-03,DSL,SELL,690.0,10.670000076293944,10.720000267028809,10.705118144152548,11.08,2.8025769641366014,-32.91290309981099,0.1339025810207646,False,-7386.531519465259,10.268664784619634,target
