date,ticker,shares,close,market_value,weight
2026-07-31,BKLN,796.0,20.385000228881836,16226.46018218994,0.0253853129981469
2026-07-31,EMB,360.0,94.86000061035156,34149.60021972656,0.0534249787449544
2026-07-31,HYG,541.0,79.16500091552734,42828.26549530029,0.0670022243027009
2026-07-31,IGSB,763.0,52.087501525878906,39742.763664245605,0.0621751437898698
2026-07-31,JAAA,-1005.0,50.654998779296875,-50908.27377319336,-0.0796429072895588
2026-07-31,JNK,961.0,95.31990051269533,91602.4243927002,0.1433064382797478
2026-07-31,LQD,-42.0,106.5199966430664,-4473.839859008789,-0.0069990511700868
2026-07-31,SHYG,358.0,42.005001068115234,15037.790382385254,0.0235257111761423
2026-07-31,SJNK,-2578.0,24.774999618530273,-63869.949016571045,-0.0999206622243426
2026-07-31,SPHY,1072.0,23.170000076293945,24838.24008178711,0.0388579204410428
2026-07-31,SRLN,-2484.0,40.369998931884766,-100279.07734680176,-0.1568805356825764
2026-07-31,VCIT,-1230.0,81.31500244140625,-100017.45300292967,-0.1564712402612363
2026-07-31,VCSH,696.0,78.5250015258789,54653.40106201172,0.0855019318320098
2026-07-31,CASH,,,639676.27,1.0007347350631857
2026-08-03,BKLN,796.0,20.43000030517578,16262.280242919922,0.0254066269813396
2026-08-03,EMB,360.0,94.75,34110.0,0.0532901926044962
2026-08-03,HYG,541.0,79.30999755859375,42906.70867919922,0.0670333265769433
2026-08-03,IGSB,763.0,52.0,39676.0,0.0619859771848722
2026-08-03,JAAA,-1005.0,50.5099983215332,-50762.54831314087,-0.0793065369892208
2026-08-03,JNK,961.0,95.4499969482422,91727.44706726074,0.1433061659728249
2026-08-03,LQD,-42.0,106.11000061035156,-4456.620025634766,-0.0069625957059845
2026-08-03,SHYG,358.0,42.0099983215332,15039.579399108889,0.0234963964488163
2026-08-03,SJNK,-2578.0,24.770000457763672,-63857.061180114746,-0.0997641480341663
2026-08-03,SPHY,1072.0,23.200000762939453,24870.400817871097,0.0388551289866716
2026-08-03,SRLN,-2484.0,40.25,-99981.0,-0.1562007254995643
2026-08-03,VCIT,-1230.0,81.11000061035156,-99765.30075073242,-0.1558637376796254
2026-08-03,VCSH,696.0,78.41999816894531,54580.31872558594,0.0852710553298524
2026-08-03,CASH,,,639730.049,0.9994528738227444
2026-08-04,BKLN,-4147.0,20.450000762939453,-84806.15316390991,-0.1325030016483553
2026-08-04,EMB,522.0,95.22000122070312,49704.84063720703,0.0776599378131661
2026-08-04,HYG,98.0,79.55000305175781,7795.900299072266,0.0121804863402055
2026-08-04,IGSB,69.0,52.119998931884766,3596.279926300049,0.0056189069687135
2026-08-04,LQD,-901.0,106.76000213623048,-96190.76192474364,-0.1502905651343099
2026-08-04,SHYG,-180.0,42.11000061035156,-7579.800109863281,-0.0118428466447506
2026-08-04,SJNK,-1655.0,24.84000015258789,-41110.20025253296,-0.0642314823701225
2026-08-04,SPHY,1005.0,23.270000457763672,23386.35046005249,0.0365393490678464
2026-08-04,SRLN,1977.0,40.29999923706055,79673.0984916687,0.124483003967497
2026-08-04,USHY,2098.0,36.79999923706055,77206.39839935303,0.1206289774115891
2026-08-04,VCIT,-1126.0,81.5199966430664,-91791.51622009276,-0.143417086747332
2026-08-04,VCSH,1008.0,78.58999633789062,79218.71630859375,0.1237730672364134
2026-08-04,CASH,,,640928.7868703342,1.0014012537394392
2026-08-05,BKLN,-4142.0,20.479999542236328,-84828.15810394287,-0.1325160733809578
2026-08-05,EMB,520.0,95.16999816894533,49488.39904785156,0.0773093329657761
2026-08-05,HYG,98.0,79.5199966430664,7792.959671020508,0.012173934206545
2026-08-05,IGSB,69.0,52.119998931884766,3596.279926300049,0.0056180035646664
2026-08-05,LQD,-895.0,106.73999786376952,-95532.29808807372,-0.1492377685270322
2026-08-05,SHYG,-180.0,42.099998474121094,-7577.999725341797,-0.0118381300517427
2026-08-05,SJNK,-1651.0,24.829999923706055,-40994.329874038696,-0.0640401459517108
2026-08-05,SPHY,1002.0,23.260000228881836,23306.5202293396,0.0364087658390686
2026-08-05,SRLN,1975.0,40.40999984741211,79809.74969863892,0.1246764622028158
2026-08-05,USHY,2091.0,36.790000915527344,76927.89191436768,0.120174508062234
2026-08-05,VCIT,-1120.0,81.48999786376953,-91268.79760742188,-0.1425774524812504
2026-08-05,VCSH,1006.0,78.58999633789062,79061.53631591797,0.1235076250885197
2026-08-05,CASH,,,640353.1067649748,1.0003409384630684
2026-08-06,BKLN,-4137.0,20.5,-84808.5,-0.1324478339138164
2026-08-06,EMB,520.0,94.9499969482422,49373.99841308594,0.0771087702468201
2026-08-06,HYG,98.0,79.45999908447266,7787.07991027832,0.0121613030136149
2026-08-06,IGSB,69.0,52.060001373291016,3592.14009475708,0.0056099468174245
2026-08-06,LQD,-896.0,106.36000061035156,-95298.560546875,-0.1488304582623001
2026-08-06,SHYG,-180.0,42.08000183105469,-7574.400329589844,-0.0118291552951682
2026-08-06,SJNK,-1651.0,24.809999465942383,-40961.309118270874,-0.063970435357178
2026-08-06,SPHY,1002.0,23.229999542236328,23276.4595413208,0.0363515054202176
2026-08-06,SRLN,1970.0,40.400001525878906,79588.00300598145,0.1242948360561566
2026-08-06,USHY,2092.0,36.7599983215332,76901.91648864746,0.1200998987453211
2026-08-06,VCIT,-1121.0,81.27999877929688,-91114.8786315918,-0.1422966838474282
2026-08-06,VCSH,1006.0,78.4800033569336,78950.8833770752,0.1232998283058414
2026-08-06,CASH,,,640603.4152861346,1.000448478070495
2026-08-07,BKLN,-4134.0,20.5,-84747.0,-0.132327699660298
2026-08-07,EMB,522.0,95.23999786376952,49715.278884887695,0.0776276268517749
2026-08-07,HYG,98.0,79.61000061035156,7801.780059814453,0.0121820431233061
2026-08-07,IGSB,69.0,52.130001068115234,3596.970073699951,0.0056164675516495
2026-08-07,LQD,-899.0,106.5500030517578,-95788.45274353027,-0.1495683104483996
2026-08-07,SHYG,-180.0,42.150001525878906,-7587.000274658203,-0.0118466765038003
2026-08-07,SJNK,-1653.0,24.8700008392334,-41110.11138725281,-0.0641911391866825
2026-08-07,SPHY,1004.0,23.280000686645508,23373.12068939209,0.0364958204385969
2026-08-07,SRLN,1971.0,40.439998626708984,79707.23729324341,0.1244583921235255
2026-08-07,USHY,2094.0,36.81999969482422,77101.07936096191,0.1203890223035879
2026-08-07,VCIT,-1124.0,81.41999816894531,-91516.07794189452,-0.1428972361969561
2026-08-07,VCSH,1008.0,78.61000061035156,79238.88061523438,0.1237270793711983
2026-08-07,CASH,,,640647.1013325443,1.0003346102324973
2026-08-10,BKLN,-4135.0,20.5,-84767.5,-0.1322722658566758
2026-08-10,EMB,520.0,94.83999633789062,49316.798095703125,0.0769545477796897
2026-08-10,HYG,98.0,79.4800033569336,7789.040328979492,0.0121541158246161
2026-08-10,IGSB,69.0,52.040000915527344,3590.7600631713867,0.0056030668558508
2026-08-10,LQD,-898.0,105.95999908447266,-95152.07917785645,-0.1484764929227462
2026-08-10,SHYG,-179.0,42.11000061035156,-7537.69010925293,-0.0117619058020625
2026-08-10,SJNK,-1650.0,24.829999923706055,-40969.49987411499,-0.0639293193660776
2026-08-10,SPHY,1002.0,23.239999771118164,23286.4797706604,0.0363365139126539
2026-08-10,SRLN,1969.0,40.40999984741211,79567.28969955444,0.1241577927464489
2026-08-10,USHY,2091.0,36.7599983215332,76865.15649032593,0.1199413503335993
2026-08-10,VCIT,-1122.0,81.06999969482422,-90960.53965759276,-0.1419359622975293
2026-08-10,VCSH,1006.0,78.48999786376953,78960.93785095215,0.1232116337477641
2026-08-10,CASH,,,640867.0339522173,1.0000169250444686
2026-08-11,BKLN,-4137.0,20.520000457763672,-84891.24189376831,-0.1324789369878339
2026-08-11,EMB,523.0,94.83000183105467,49596.0909576416,0.0773982953040366
2026-08-11,HYG,98.0,79.51000213623047,7791.980209350586,0.0121599499799611
2026-08-11,IGSB,69.0,52.06999969482422,3592.829978942871,0.0056068716368173
2026-08-11,LQD,-903.0,105.98999786376952,-95708.96807098389,-0.1493607828957589
2026-08-11,SHYG,-180.0,42.130001068115234,-7583.400192260742,-0.0118344457427213
2026-08-11,SJNK,-1653.0,24.84000015258789,-41060.52025222778,-0.0640779184499346
2026-08-11,SPHY,1004.0,23.260000228881836,23353.040229797363,0.0364441122082911
2026-08-11,SRLN,1972.0,40.439998626708984,79747.67729187012,0.1244520315546393
2026-08-11,USHY,2096.0,36.7599983215332,77048.9564819336,0.1202404820926261
2026-08-11,VCIT,-1128.0,81.11000061035156,-91492.08068847656,-0.1427800244409461
2026-08-11,VCSH,1009.0,78.5199966430664,79226.676612854,0.1236389722261827
2026-08-11,CASH,,,641169.4413842901,1.0005913935146409
2026-08-12,BKLN,-4133.0,20.540000915527344,-84891.82378387451,-0.1324628565667637
2026-08-12,EMB,523.0,94.94000244140624,49653.62127685547,0.077478138883687
2026-08-12,HYG,98.0,79.61000061035156,7801.780059814453,0.0121736820693083
2026-08-12,IGSB,69.0,52.11000061035156,3595.590042114258,0.0056104593680779
2026-08-12,LQD,-903.0,106.12000274658205,-95826.36248016356,-0.1495248086652106
2026-08-12,SHYG,-180.0,42.189998626708984,-7594.199752807617,-0.0118497794929762
2026-08-12,SJNK,-1652.0,24.8700008392334,-41085.241386413574,-0.0641082756171524
2026-08-12,SPHY,1003.0,23.290000915527344,23359.87091827393,0.0364500972289537
2026-08-12,SRLN,1970.0,40.52000045776367,79824.40090179443,0.1245557898968211
2026-08-12,USHY,2095.0,36.81999969482422,77137.89936065674,0.1203638471107161
2026-08-12,VCIT,-1127.0,81.19999694824219,-91512.39656066896,-0.1427934154242932
2026-08-12,VCSH,1008.0,78.58000183105469,79208.64184570312,0.1235949764769756
2026-08-12,CASH,,,641200.88367107,1.0005121447318563
2026-08-13,BKLN,-4129.0,20.56999969482422,-84933.5287399292,-0.1325665128445189
2026-08-13,EMB,522.0,95.36000061035156,49777.92031860352,0.0776947032719636
2026-08-13,HYG,98.0,79.79000091552734,7819.42008972168,0.0122047590526337
2026-08-13,IGSB,69.0,52.20000076293945,3601.8000526428223,0.0056217854129683
2026-08-13,LQD,-902.0,106.5500030517578,-96108.10275268556,-0.1500080854645631
2026-08-13,SHYG,-179.0,42.2599983215332,-7564.539699554443,-0.0118069349539743
2026-08-13,SJNK,-1651.0,24.90999984741211,-41126.40974807739,-0.0641911952441268
2026-08-13,SPHY,1002.0,23.329999923706055,23376.659923553467,0.0364869131660228
2026-08-13,SRLN,1966.0,40.599998474121094,79819.59700012207,0.1245845520367087
2026-08-13,USHY,2092.0,36.88999938964844,77173.87872314453,0.1204550445129852
2026-08-13,VCIT,-1126.0,81.47000122070312,-91735.22137451172,-0.1431827757901906
2026-08-13,VCSH,1008.0,78.69999694824219,79329.59692382812,0.1238197468723461
2026-08-13,CASH,,,641255.0793332967,1.0008879999717453
2026-08-14,BKLN,-4122.0,20.56999969482422,-84789.53874206543,-0.1322757080968573
2026-08-14,EMB,520.0,95.0500030517578,49426.00158691406,0.0771069103016822
2026-08-14,HYG,98.0,79.70999908447266,7811.57991027832,0.0121864357244654
2026-08-14,IGSB,69.0,52.150001525878906,3598.3501052856445,0.0056135970925021
2026-08-14,LQD,-898.0,106.12000274658205,-95295.76246643066,-0.1486659161718418
2026-08-14,SHYG,-179.0,42.2599983215332,-7564.539699554443,-0.0118010412608712
2026-08-14,SJNK,-1648.0,24.899999618530273,-41035.19937133789,-0.064016860266826
2026-08-14,SPHY,1000.0,23.309999465942383,23309.999465942383,0.0363647064347715
2026-08-14,SRLN,1962.0,40.56999969482422,79598.33940124512,0.124177190533649
2026-08-14,USHY,2088.0,36.869998931884766,76984.55776977539,0.1200995670291153
2026-08-14,VCIT,-1122.0,81.2300033569336,-91140.06376647948,-0.1421828287965768
2026-08-14,VCSH,1006.0,78.63999938964844,79111.83938598633,0.1234182274001987
2026-08-14,CASH,,,640990.5588747562,0.9999757200765887
