smooth,turn,gross,cost,net,sr_gross,sr_net,cagr13,dd13
1,135.20139873018536,1.5918610582457347,2.367190389886861,-0.7753293316411263,1.2714685662761218,-0.6226379315934989,-8.550445170168775,-74.40330768812845
3,72.30838561852639,1.1892680059854035,1.248497383832222,-0.059229377846818476,0.9811859978904948,-0.05415468398505945,-1.5345168635331086,-43.34351473100399
5,52.33012587475945,1.007856485618754,0.899138250243876,0.10871823537487801,0.8433415196845313,0.08557091237809758,0.27029090262415956,-31.89946579310623
10,33.177961684428894,0.7700755332193455,0.565277989716745,0.2047975435026005,0.6512394867669831,0.16769826607965718,1.346132286201951,-25.02472054522008
20,20.527320702851096,0.5263777206533932,0.34747663947859014,0.17890108117480302,0.42905565352955627,0.14042766776743332,0.98546064080689,-20.203595485887206
40,11.663619200111345,0.1930297366937205,0.19723504405903983,-0.004205307365319322,0.1463678079756575,-0.00831114753364849,-0.9510953682914991,-34.696931977950705
