ticker,cls,era,N,disp_bp,ar1,halflife,rt_cost_bp,edge_bp,viability,adv_musd
LQD,IG,2007-2014,2014,70.37112561651661,0.7317656085545412,2.2195268226758653,0.918,102.99033912287668,112.18991189855846,2962.511542281209
LQD,IG,2015-2019,1258,14.922634940435971,0.5182877505470006,1.0546578563565843,0.918,15.468437791025268,16.850150099156064,2962.511542281209
LQD,IG,2020-2022,756,51.47009790894555,0.6487911471974973,1.6021174587211746,0.918,66.78668773742457,72.75238315623591,2962.511542281209
LQD,IG,2023-2026,895,10.157707231124833,0.16419528047123735,0.38365397209089364,0.918,3.3356951755185156,3.6336548752925006,2962.511542281209
SHY,UST-ctl,2007-2014,2014,3.8469236627353554,0.2545723045187891,0.5066234374951553,1.234,1.9586404442608008,1.5872288851384122,270.1097572276994
SHY,UST-ctl,2015-2019,1258,2.0448502119211427,0.13354667892469674,0.34428338152556354,1.234,0.5461659094010618,0.4425979816864358,270.1097572276994
SHY,UST-ctl,2020-2022,756,2.1511147642872634,0.08740249551642379,0.28439940830908184,1.234,0.3760255970818611,0.3047209052527238,270.1097572276994
SHY,UST-ctl,2023-2026,896,2.1551549992255716,0.05969135088269837,0.24592173926583244,1.234,0.2572882265307503,0.20849937320158046,270.1097572276994
SHYG,HY-short,2007-2014,304,22.13014839913062,0.7223314432161677,2.130982445457006,2.358,31.970604063463966,13.558356261011012,57.934607839779076
SHYG,HY-short,2015-2019,1258,19.77361698437065,0.5512917289146209,1.1639924004576396,2.358,21.802062988418417,9.245997874647335,57.934607839779076
SHYG,HY-short,2020-2022,756,39.05387741656515,0.5177543202512545,1.053007992460886,2.358,40.44062750997902,17.15039334604708,57.934607839779076
SHYG,HY-short,2023-2026,896,15.79812647065619,0.3779506427532599,0.7123875818704384,2.358,11.941824107763592,5.064386814149106,57.934607839779076
TLT,UST-ctl,2007-2014,2014,22.63880626846061,-0.039657883064154444,0.21476516888204042,1.026,0.0,0.0,2102.1902906050937
TLT,UST-ctl,2015-2019,1258,16.01443446043875,-0.016570567417288726,0.16905504292712392,1.026,0.0,0.0,2102.1902906050937
TLT,UST-ctl,2020-2022,756,35.22345547490855,0.561343946741152,1.2004181034783616,1.026,39.5449470282928,38.542833360909164,2102.1902906050937
TLT,UST-ctl,2023-2026,896,9.773281167928308,0.019501792660791627,0.17604860667283007,1.026,0.3811930059051146,0.3715331441570318,2102.1902906050937
